id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2759	study design	-0.1576	0.8345	3	362	588	36	2019.4722	4.3611	1.5463
2760	study result	0.102	0.6917	3	183	222	14	2018.1429	4.9286	1.4159
2761	sub field	-0.3425	-0.3434	1	79	97	15	2012.0667	8	0.7829
2762	subgroup	0.1779	1.1493	3	291	482	28	2017.9286	3.7143	3.0385
2763	subgroup analysis	-0.0582	1.1142	3	169	236	12	2020	2.3333	0.5767
2764	subject area	-0.3596	-0.4184	1	79	98	13	2005.6923	6	1.784
2765	subject matter	-0.6332	-0.3103	1	153	203	19	2005.7368	25.5263	3.1377
2766	submission	-0.5168	-0.384	1	239	355	36	2015.4722	6.5	0.5148
2767	subseries lecture notes	-1.1778	-1.6546	5	10	260	47	2012.7234	1.4255	0.1464
2768	substation	0.45	-0.5056	2	102	143	20	2013.95	5.15	0.4333
2769	suicide	-0.4913	0.2959	1	96	120	12	2018.3333	3.5833	0.6745
2770	sun	-0.1031	-0.3779	1	127	154	18	2015.6667	1.5556	0.1808
2771	superintelligence	-0.7833	-0.4669	1	127	173	19	2016.7368	23.8947	4.0723
2772	superior performance	0.6979	0.4726	2	220	293	19	2019.3684	8.8421	2.2064
2773	superiority	0.5191	-0.1801	2	521	880	63	2016.7619	8.8095	2.1671
2774	supervised machine	0.3073	0.7	3	123	153	11	2019.0909	8.1818	1.3388
2775	supervised machine learning	0.0947	0.853	3	136	173	12	2019	10.75	2.1389
2776	suppl	-0.2254	1.0702	3	234	462	16	2019.1875	0.6875	0.0971
2777	supplier	-0.2495	-0.3546	1	198	245	23	2015.8261	2.7391	0.4201
2778	supply	0.4331	-0.4571	2	474	865	74	2015.8514	6.5811	0.8573
2779	supply chain management	-0.0973	-0.3316	1	106	137	21	2017.1429	9.2381	2.0716
2780	support vector machine	0.8612	0.1178	2	1222	4805	313	2016.984	15.2875	2.2797
2781	support vector regression	1.2798	-0.2457	2	398	1042	60	2017.65	18.3	4.2574
2782	surface	0.6003	-0.0655	2	702	1466	133	2012.9098	10.4887	1.6753
2783	surface roughness	1.1721	-0.4211	2	198	407	25	2015.88	9.44	1.3089
2784	surgeon	-0.4581	0.5477	3	534	1119	86	2018.2674	5.9884	1.3434
2785	surgery	-0.2607	0.6249	3	917	2663	233	2018.3991	3.485	1.0002
2786	surgical robot	-0.7773	0.1767	1	120	174	15	2018.4	3.2	0.6732
2787	surprise	-0.5822	-0.3019	1	93	107	12	2017.0833	2.8333	1.2301
2788	surrounding	-0.2724	-0.4129	1	120	153	18	2013.9444	4.6667	0.8301
2789	survival	0.0545	0.7085	3	694	1564	103	2017.3107	3.8252	1.075
2790	survival rate	0.0709	1.1421	3	225	345	18	2018.8333	2.6111	0.9973
2791	susceptibility	0.646	-0.0673	2	276	436	30	2019.1333	15.5	3.2102
2792	sustainable development	-0.2891	-0.3513	1	307	451	49	2018.4694	4.7755	2.1472
2793	svm	0.9954	0.032	2	997	3678	225	2017.2	11.9867	2.067
2794	svm model	1.318	-0.0622	2	323	619	30	2017.7333	11.6	2.2756
2795	svr	1.3128	-0.2713	2	338	819	46	2017.5652	15.5652	3.1028
2796	swarm	0.3526	-0.364	2	179	305	31	2015.5484	5.7097	0.9076
2797	swarm intelligence	0.3577	-0.4626	2	274	522	64	2014.9688	13.25	1.4151
2798	swarm intelligence algorithm	0.6942	-0.4464	2	77	106	12	2014.4167	9	1.4758
2799	sweden	-0.2141	0.1747	6	111	142	13	2013.7692	3.5385	2.4117
2800	switzerland	-0.1648	-0.1811	1	102	121	13	2006.3846	9.0769	1.3285
2801	symbol	-0.4093	-0.6079	1	215	350	44	2003.8636	7.0227	0.7919
2802	symbolic computation	-0.2802	-0.7612	1	42	56	13	1994.3846	4.0769	0.2416
2803	symposium	-0.392	-0.1915	1	326	521	63	2006.746	4.381	0.4717
2804	symptom	-0.0796	0.7047	3	750	2056	136	2017.0147	5.5735	2.0644
2805	syntax	-0.3415	-0.6758	1	113	171	19	1992.3158	11.0526	0.9576
2806	synthetic biology	-0.5436	-0.4151	1	68	84	13	2018	2.9231	0.4788
2807	system identification	0.4794	-0.5661	2	83	108	13	2009.3077	34.4615	2.438
2808	system performance	0.4729	-0.4361	2	295	445	45	2012.3778	9.1333	1.4862
2809	systematic review	-0.3095	0.6848	3	781	2209	162	2019.4938	6.1358	2.3634
2810	systems biology	-0.3252	0.0704	1	89	116	16	2015.4375	6.1875	1.7671
2811	systolic blood pressure	0.271	0.8891	3	152	229	10	2017.4	8.6	1.9111
2812	t test	0.1644	0.5659	3	260	391	24	2018.8333	3.5	1.2272
2813	tabu search	0.4768	-0.5998	2	95	123	16	2007.9375	30.375	3.1837
2814	talent	-0.4312	-0.3576	1	291	479	58	2018.8793	1.3103	0.3029
2815	talk	-0.3884	-0.2922	1	415	639	73	2011.5479	7.9315	1.007
2816	tcm	-0.0133	0.2715	3	102	156	16	2016.75	4.5	0.4256
2817	teacher	-0.5888	-0.4149	1	509	1165	151	2015.3709	8.8344	0.8489
2818	teaching	-0.4617	-0.3708	1	627	1542	236	2014.7458	2.6059	0.4538
2819	teaching artificial intelligence	-0.3081	-0.5868	1	92	142	29	2009.1724	1.5172	0.1955
2820	teaching method	-0.4271	-0.4779	1	115	183	24	2017.5	1.3333	0.2631
2821	teaching process	-0.6169	-0.5005	1	73	105	12	2014.75	0.5	0.1251
2822	technical problem	-0.442	-0.3191	1	73	96	13	2010.9231	3.6923	0.5471
2823	technological advancement	-0.4821	-0.0233	1	351	510	49	2018.3061	5.7959	1.3456
2824	technological change	-0.7686	-0.2938	1	195	297	32	2018.3125	4.7188	1.4852
2825	technological development	-0.61	-0.2428	1	379	566	61	2018.7705	2.0656	0.7551
2826	technological innovation	-0.6528	-0.2141	1	369	612	55	2018.7818	3	0.714
2827	technological process	-0.3877	-0.4694	1	82	103	15	2012.4667	7.2667	0.7958
2828	technological progress	-0.7162	-0.3444	1	249	356	36	2018.1111	6.0278	0.9248
2829	technological revolution	-0.3432	-0.1755	1	164	218	25	2019.16	5.56	0.9047
2830	technological singularity	-0.8468	-0.5512	1	93	140	16	2016.5	3.9375	0.3492
2831	technological solution	-0.5528	-0.2567	1	152	195	20	2018.85	6.9	0.9602
2832	technologies	-0.3199	-0.2129	1	420	612	87	2017.6667	1.9195	0.86
2833	technologist	-0.6787	-0.1176	1	135	169	18	2014.9444	3.7778	0.5395
2834	technology transfer	-0.064	-0.4516	1	87	159	13	2000.9231	0.9231	0.1442
2835	teeth	0.6248	0.8721	3	120	170	12	2019.6667	6.4167	2.0182
2836	telecommunication	-0.3395	-0.3299	1	108	135	18	2010.6667	5.2778	0.6838
2837	telehealth	-0.5086	0.6768	3	152	210	14	2019.9286	3.5	1.8521
2838	telemedicine	-0.4384	0.6478	3	305	508	40	2019.325	6.95	2.1251
2839	temperature	1.1297	-0.3293	2	993	4577	305	2016.1049	8.9902	1.6736
2840	temporal reasoning	-0.1951	-0.1819	1	78	101	12	1995.4167	30.1667	3.0802
2841	ten	0.0869	-0.2251	1	89	106	12	2016.25	3.8333	0.5388
2842	tension	-0.3125	-0.4257	1	259	354	34	2016.2353	4.9118	1.0334
2843	term artificial intelligence	-0.493	-0.3865	1	213	308	34	2011.2941	5.5	0.9035
2844	terminal	0.1664	-0.5376	2	170	221	27	2014.5185	3.3704	0.472
2845	test case	0.6237	-0.2011	2	129	163	17	2015.3529	7.7647	1.1635
2846	test data	0.7374	0.4093	2	439	809	52	2014.4231	6.8077	1.082
2847	test dataset	0.6749	0.9763	3	340	604	29	2019.2069	5.4138	2.5335
2848	test result	0.6645	0.0449	2	418	740	61	2013.1803	7.2951	0.8333
2849	test set	0.5198	0.9462	3	567	1315	70	2017.6143	13	7.5498
2850	testing data	0.98	-0.1689	2	180	248	14	2017.3571	2.6429	0.5898
2851	testing dataset	0.8051	0.6431	3	309	496	23	2019.5217	11.6087	3.4616
2852	testing phase	1.1466	-0.1996	2	230	373	20	2018.3	6.3	3.4275
2853	textbook	-0.4711	-0.6044	1	161	244	28	2007.2143	4.5357	0.4945
2854	texture	0.4201	0.3055	2	283	433	29	2012.3793	13.1034	1.0851
2855	thailand	0.4468	-0.1524	2	118	139	11	2016.8182	1.8182	0.2852
2856	theme	-0.5767	-0.1235	1	714	1348	129	2011.4264	15.2016	2.2683
2857	theorem	-0.2788	-0.5243	1	218	310	37	2008.5135	8.7297	0.9329
2858	theorem proving	-0.3418	-0.6494	1	98	132	15	1998.5333	4.9333	0.4073
2859	theoretical analysis	0.1863	-0.5029	1	80	98	16	2016.6875	2	0.2854
2860	theoretical aspect	-0.339	-0.4076	1	75	91	10	2005.6	5.2	0.6173
2861	theoretical framework	-0.623	-0.3829	1	288	412	46	2014.6087	3.4565	0.6749
2862	theorist	-0.537	-0.5744	1	120	150	19	2009.4211	38.8947	2.6571
2863	therapeutic	-0.1096	0.7366	3	217	351	26	2019.2308	2.5385	1.5322
2864	therapy	-0.1726	0.7414	3	998	2904	215	2016.5163	7.6047	1.6532
2865	thesis	-0.3297	-0.5085	1	299	444	53	2007.3585	3.4906	0.3645
2866	thickness	0.856	0.2084	2	398	786	53	2015.3396	6	1.4978
2867	thing	-0.2691	-0.2907	1	1305	3635	454	2016.5749	4.4251	1.3707
2868	thinking	-0.5554	-0.4513	1	559	1057	121	2012.7934	4.4463	0.7295
2869	thought	-0.6021	-0.3622	1	532	962	116	2010.181	5.5086	0.7012
2870	threshold	0.2864	0.5366	3	625	1147	77	2018.0909	9.8442	1.9258
2871	time consuming	0.5558	0.0189	2	363	558	43	2015.9535	7.9535	1.5283
2872	time domain	0.6469	-0.1817	2	119	163	16	2016.625	10.25	1.9914
2873	time series	0.9978	-0.1654	2	471	1161	84	2014.5357	24.8095	3.066
2874	time series data	0.7706	-0.1437	2	248	351	25	2014.84	12.56	1.8041
2875	time series forecasting	0.8048	-0.4029	2	156	215	15	2016.2667	14	2.2661
2876	tissue	0.1006	0.8905	3	553	1324	85	2017.9765	5.8118	1.5638
2877	title	-0.4406	0.059	1	324	488	42	2009.2857	4.5476	0.887
2878	tokyo	-0.2923	-0.0384	1	131	199	18	2003.3333	2.4444	0.9558
2879	tomography	0.0289	1.1578	3	447	1042	63	2018.9365	7.746	3.0218
2880	tomorrow	-0.4067	-0.3089	1	165	210	24	2009.9583	6.6667	1.442
2881	tool wear	0.8163	-0.4039	2	89	144	16	2010.9375	17.125	2.0312
2882	topic modeling	-0.5397	0.0444	1	71	83	12	2019.9167	0.75	0.5661
2883	topics	-0.4535	-0.4185	1	73	93	18	2005.1667	27	2.4234
2884	topology	0.5141	-0.5511	2	333	571	57	2009.6316	8.3333	1.2579
2885	torque	0.9054	-0.6766	2	156	267	21	2013.2381	5.1429	0.537
2886	total	0.1522	0.7253	3	1343	5211	295	2018.7831	6.0542	2.0737
2887	total cost	0.5017	-0.2893	2	132	160	14	2016.2143	7.7143	1.0525
2888	toxicity	0.3935	0.5119	4	135	209	22	2015.9545	9.5	1.5013
2889	track	-0.1294	-0.4844	1	297	491	88	2014.7386	2.2273	0.4147
2890	trading	-0.2578	-0.4569	1	129	183	25	2016.24	2	0.5794
2891	tradition	-0.6407	-0.5251	1	232	332	39	2006.0769	8.1538	0.7831
2892	traditional chinese medicine	0.0055	0.3904	3	152	227	20	2018.85	4.1	0.6423
2893	traditional model	0.4528	-0.0281	2	165	211	17	2015.6471	23.1176	2.11
2894	traditional statistical method	0.3071	0.2677	3	116	149	12	2013.3333	23	2.4171
2895	traditional technique	0.6525	-0.3689	2	85	107	12	2013.0833	10.5	1.7765
2896	traffic congestion	0.3581	-0.4751	2	93	115	15	2015.4667	3	0.5931
2897	train	0.4586	-0.1983	2	254	350	32	2013.9062	5.375	0.938
2898	trained model	0.4658	0.3235	2	204	285	19	2018.3684	3.6842	0.6552
2899	trained network	0.8194	0.2779	2	100	121	11	2015.2727	2.5455	0.3798
2900	trainee	-0.497	0.8227	3	184	288	20	2019.55	9.15	2.8598
2901	trainer	-0.7683	-0.3311	1	100	119	14	2011.5	1.8571	0.3239
2902	training algorithm	0.8889	-0.4575	2	266	480	33	2014.4848	19.6667	1.9902
2903	training data set	0.2984	0.1897	2	233	312	19	2014.6316	10.1053	1.41
2904	training dataset	0.455	0.7539	3	403	721	38	2019.4737	9.5789	3.1049
2905	training phase	1.0232	-0.1756	2	135	194	13	2016.7692	13.3846	2.1552
2906	training sample	0.718	0.3554	2	150	211	15	2017.8	5.6667	1.1673
2907	training set	0.602	0.7221	3	524	1154	68	2015.9265	7.7206	1.3884
2908	transfer function	1.0258	-0.3298	2	217	354	22	2013.0909	6.9545	1.1492
2909	transfer learning	0.2224	0.5747	3	305	493	35	2019.4857	8.2857	2.0902
2910	transformative technology	-0.7202	0.4291	3	73	97	12	2019.1667	14.6667	3.6226
2911	transformer	0.8069	-0.5926	2	139	278	28	2011.0357	5.7857	0.4892
2912	transparency	-0.6243	-0.0308	1	736	1585	148	2018.5405	19.6892	5.138
2913	transportation system	-0.0627	-0.3777	1	85	107	18	2017.3333	2.8889	0.7778
2914	trauma	0.1868	0.6673	3	168	237	19	2014.6842	4.9474	0.7774
2915	treatment	-0.0878	0.6041	3	1759	8938	667	2017.1829	6.5952	1.4903
2916	treatment decision	-0.2318	0.8882	3	293	477	30	2017.4	19.7667	3.0167
2917	treatment option	-0.1699	0.8745	3	338	556	32	2019.1875	7.7812	2.6404
2918	treatment outcome	-0.1233	0.8332	3	286	438	26	2019.2308	3.3077	1.6204
2919	treatment plan	-0.1419	0.7306	3	304	438	25	2017.52	2.88	0.7152
2920	treatment planning	-0.344	0.7523	3	257	444	34	2018.2059	3.8235	1.5897
2921	treatment recommendation	-0.4376	0.9179	3	223	367	24	2019.1667	7	1.6981
2922	treatment response	-0.2402	0.8946	3	243	388	23	2019.1304	6.1739	1.6488
2923	treatment selection	-0.3762	0.9034	3	147	210	13	2019.4615	7.1538	1.184
2924	treatment strategy	-0.2097	1.1636	3	236	381	22	2019.5455	12.0909	2.2969
2925	tree	0.4869	-0.0882	2	661	1350	116	2013.319	9.4138	1.765
2926	tree search	-0.2388	-0.3992	1	73	96	12	2007.8333	19.3333	2.6832
2927	tremendous amount	-0.0597	-0.0831	1	95	112	10	2016.9	21.9	4.9851
2928	tremendous change	-0.3128	-0.4164	1	62	84	10	2018.2	0.5	0.0794
2929	trends	-0.4642	-0.5053	1	230	342	76	2015.4868	7.5	0.8792
2930	triage	-0.1396	0.8818	3	347	617	39	2018.8974	3.4103	2.6624
2931	trouble	-0.1952	-0.5848	1	87	105	15	2001.7333	1.1333	0.1348
2932	trustworthiness	-0.6479	-0.184	1	143	185	18	2018.6667	4.2778	2.4146
2933	trustworthy ai	-0.8989	-0.2183	1	99	131	13	2020.0769	0.3077	0.2322
2934	trustworthy artificial intelligence	-0.8612	-0.1931	1	79	103	14	2019.9286	2.2143	1.0321
2935	tube	0.7638	0.3537	2	235	393	22	2017.1364	5.0455	1.3449
2936	tuberculosis	-0.0305	0.9356	3	192	310	23	2018.913	12.1304	2.9942
2937	tumor	-0.0062	1.0097	3	643	1744	111	2018.3333	5.7117	1.4104
2938	tuning	0.6232	-0.0629	2	423	732	52	2015.3269	5.6346	1.0008
2939	tunnel	0.7618	-0.2637	2	95	122	14	2016.7857	5.9286	0.842
2940	turing	-0.5575	-0.588	1	185	306	31	2004.5484	5.1935	0.5209
2941	turing test	-0.6818	-0.4955	1	259	439	44	2008.0455	4.1364	0.6502
2942	turkey	1.0701	-0.2925	2	251	455	33	2016.1515	12.8485	1.6939
2943	tutorial	-0.443	-0.4435	1	111	147	22	2003.4545	13.7727	1.0456
2944	tweet	-0.4206	0.1097	1	153	236	23	2018.7826	15	2.5122
2945	twentieth century	-0.4548	-0.5489	1	174	230	19	2013.9474	22.9474	2.3466
2946	twitter	-0.4957	0.0791	1	145	218	23	2018.8261	15.3478	3.0366
2947	uav	0.3426	-0.2861	2	222	363	44	2018.2727	8.75	2.2832
2948	uavs	0.5763	-0.2183	2	77	119	16	2019.125	7	1.6921
2949	ucs	1.4554	-0.1964	2	183	315	16	2018.125	12.625	2.9142
2950	ultimate goal	0.062	-0.3013	1	238	389	33	2009.9091	16.1212	7.0883
2951	ultrasound	0.086	1.0527	3	400	844	47	2019.1915	5.5532	1.5749
2952	ultrasound image	0.126	1.2661	3	104	168	12	2016.75	2	0.7029
2953	undergraduate	-0.5188	-0.2967	1	134	184	16	2013.5625	5.0625	0.7425
2954	unemployment	-0.7237	-0.3517	1	188	284	28	2015.6786	13.0357	2.0707
2955	unification	-0.3182	-0.2851	1	75	93	14	2010.8571	3.5	0.689
2956	uniform	0.0142	-0.3441	1	121	133	12	2011	6.3333	0.8001
2957	unintended consequence	-0.693	0.2306	1	115	128	12	2019.25	6	2.5996
2958	unique challenge	-0.6369	-0.0542	1	173	242	17	2019	5.6471	1.8631
2959	united kingdom	-0.489	-0.12	1	206	282	26	2015.5385	1.8077	0.6327
2960	universe	-0.3896	-0.453	1	222	307	36	2011.7778	79.7778	4.413
2961	unmanned aerial vehicle	0.3313	-0.2748	2	232	398	48	2018.4167	7.2083	1.9024
2962	unprecedented opportunity	-0.4497	-0.1148	1	171	214	19	2016.6842	9.2105	2.2716
2963	unstructured data	-0.3419	0.2317	3	137	172	15	2018.9333	33.6667	5.2369
2964	upgrading	-0.3906	-0.2983	1	85	109	14	2019.4286	0.2857	0.1028
2965	urban area	0.5931	-0.3211	2	160	232	24	2015.625	6.3333	0.6855
2966	urbanization	-0.0669	-0.3882	1	92	131	14	2019.3571	5.7143	3.1087
2967	urology	-0.3301	1.1963	3	120	185	14	2019	7.1429	1.1361
2968	us food	-0.4944	0.7119	3	152	216	13	2019.7692	2.7692	1.2398
2969	user experience	-0.2017	-0.3811	1	111	145	27	2016.3333	5.3333	0.7599
2970	utmost importance	0.127	-0.2226	2	159	211	14	2018.0714	0.8571	0.4185
2971	vaccine	-0.1387	0.5561	3	229	415	30	2019.1667	5.2	3.7334
2972	validation	0.4004	0.4852	3	1473	5248	348	2016.4425	7.2098	1.699
2973	validation cohort	0.3687	1.3317	3	231	381	16	2019.6875	4.8125	2.6782
2974	validation data	0.6691	0.4888	2	253	368	20	2017.95	7.4	1.1227
2975	validation dataset	0.5558	0.8857	3	375	721	31	2019.2258	29.3226	7.4021
2976	validation set	0.3772	1.1859	3	299	611	26	2019.1538	3.6923	0.9932
2977	validation study	-0.0079	1.1473	3	274	433	26	2018.8077	4.8462	2.4695
2978	value creation	-0.413	-0.3654	1	78	112	18	2017.9444	2.7778	1.3327
2979	variability	0.1092	0.6484	3	699	1488	99	2017.6364	9.5051	2.6588
2980	variable	0.6817	0.0651	2	1494	6060	443	2014.6253	9.3612	1.4883
2981	variance	0.5052	-0.0091	2	439	704	52	2015.8462	12.6923	1.9828
2982	vast majority	-0.3294	0.3616	3	154	204	16	2018.25	19.75	1.5612
2983	vector machine	1.0441	0.0317	2	489	1093	68	2016.5	9.6029	1.619
2984	vegetation	0.7701	-0.2742	2	91	119	11	2015.4545	5.6364	1.3254
2985	velocity	0.9306	-0.3105	2	430	957	71	2016.1972	7.4366	1.2354
2986	ventilation	0.4202	0.315	3	220	328	22	2017.5455	5.4545	1.2217
2987	verge	-0.7046	-0.3384	1	84	96	10	2018.7	5.2	1.1667
2988	versus	0.3494	1.02	3	195	280	19	2017.4211	8.9474	2.2873
2989	very idea	-0.7383	-0.862	1	36	66	15	1991.9333	9.7333	1.042
2990	very nature	-0.4623	-0.4082	1	81	99	10	2015.3	9	1.284
2991	vibration	0.8969	-0.4419	2	183	293	28	2014.1786	11.6786	4.1302
2992	video game	-0.3723	-0.5826	1	170	278	39	2015.8205	1.7949	0.2086
2993	vietnam	1.1231	-0.1594	2	156	288	16	2019.25	30.5	10.4733
2994	viewpoint	-0.4683	-0.4359	1	368	570	75	2008.9867	6.5733	0.8117
2995	violation	-0.4828	-0.4252	1	195	284	26	2013.3462	6.8462	0.9739
2996	virtual agent	-0.2744	-0.4395	1	95	108	13	2016.6923	6.7692	0.9552
2997	virtual assistant	-0.7039	-0.107	1	105	139	16	2019.375	0.75	0.2023
2998	virtual environment	-0.1685	-0.4416	1	157	216	24	2013.5833	15.0833	1.2589
2999	virtual screening	0.5283	0.5846	4	83	144	14	2018.5714	8.6429	3.1003
3000	virtual world	-0.428	-0.504	1	88	137	22	2010.6818	6.9545	0.5283
3001	virtue	-0.5317	-0.5132	1	209	290	26	2011.9231	23	2.2061
3002	virus	-0.0714	0.5409	3	375	851	60	2018.1	6.8833	4.5051
3003	viscosity	1.4619	-0.2534	2	168	327	18	2016.4444	12.3333	1.8315
3004	visit	-0.0294	0.7528	3	397	688	44	2017.2955	5.7727	1.5091
3005	visual inspection	0.2668	0.4651	3	107	142	13	2014.3846	11.5385	2.3236
3006	vital sign	0.041	0.8673	3	216	334	16	2018.9375	3.8125	1.7262
3007	vitro	0.2945	0.6656	3	212	323	24	2017.875	9.5833	3.3289
3008	vivo	0.0861	0.8036	3	106	135	11	2019.2727	3.7273	2.1696
3009	vlsi	-0.2374	-0.6355	1	34	47	11	1989.7273	11	1.4493
3010	vocabulary	-0.4732	-0.3836	1	116	151	16	2008.5	23	2.0306
3011	voice	-0.4978	-0.3044	1	384	610	67	2013.9701	2.8657	0.5949
3012	voice recognition	-0.4339	-0.1227	1	75	89	13	2015.2308	0.1538	0.0194
3013	vol	-0.2888	-0.6465	1	134	218	43	1994.8605	3	0.3896
3014	voltage	0.7302	-0.5969	2	409	986	88	2014.3068	4.9545	0.717
3015	wake	-0.5115	-0.354	1	175	214	17	2015.7647	4	4.0932
3016	war	-0.3963	-0.3618	1	206	285	43	2016.3256	1.6977	0.298
3017	warfare	-0.5086	-0.5064	1	120	173	29	2016.7931	2.3103	0.5191
3018	waste	0.6936	-0.2784	2	379	651	59	2016.1186	9.0678	1.6911
3019	wastewater	1.1824	-0.3489	2	152	279	19	2016.7368	8.4211	1.3349
3020	water	0.8797	-0.3272	2	741	1964	157	2016.0127	9.0701	1.7894
3021	water quality	0.9553	-0.2484	2	205	343	31	2015.9355	8.6774	2.3306
3022	water resource	0.902	-0.3575	2	190	300	24	2014.7083	33.4167	3.361
3023	water resources management	1.0167	-0.2538	2	168	236	15	2017.2667	11.4	3.5911
3024	watson	-0.4755	0.5293	3	254	438	36	2017.7778	1.4167	0.2731
3025	wavelet	1.0781	-0.2338	2	328	721	55	2013.9455	26.7636	3.2033
3026	wavelet transform	0.6825	-0.457	2	143	189	16	2014.8125	25.625	3.0248
3027	weak ai	-0.7332	-0.6225	1	91	130	11	2016.2727	0.4545	0.2859
3028	weapon	-0.5633	-0.2991	1	198	279	36	2017.2222	1.4167	0.3217
3029	wear	0.8957	-0.3291	2	198	310	20	2014.5	11.3	1.3832
3030	wearable	-0.5077	0.2169	1	103	132	11	2020	2.5455	1.542
3031	wearable device	-0.2402	0.529	3	252	386	37	2019.5946	3.8919	2.5393
3032	wearable technology	-0.513	0.7931	3	74	101	10	2018.9	4.6	1.3852
3033	weather	0.4383	-0.2804	2	251	387	37	2014.6757	11.1622	1.7332
3034	weather condition	0.805	-0.4685	2	152	221	22	2016.0909	4.5909	0.7305
3035	week	0.1935	0.4795	3	582	1121	78	2017.4487	8.3205	1.8258
3036	weight	0.6996	-0.0667	2	923	2331	187	2015.3957	7.861	1.5711
3037	well	0.8793	-0.2213	2	530	1254	88	2013.4659	10.0568	1.4468
3038	wellbeing	-0.5149	-0.0697	1	218	278	26	2019.0769	5.1154	1.6811
3039	wfo	-0.3682	1.1267	3	97	182	12	2018.9167	2.3333	0.3487
3040	wheel	0.3392	-0.5634	2	139	178	19	2012.7895	12.4737	1.0386
3041	white paper	-0.7706	0.1664	1	147	201	19	2019.4211	11.4737	2.8662
3042	whole slide image	0.098	1.1882	3	201	393	23	2019.7826	11.4348	3.4582
3043	widespread adoption	-0.6112	0.3303	1	180	240	19	2019.5263	27.8947	7.559
3044	widespread application	-0.3267	0.337	3	75	84	10	2018.6	16.4	9.6549
3045	widespread implementation	-0.5242	0.9743	3	96	127	11	2019.9091	1.2727	0.9606
3046	willingness	-0.5185	0.06	1	195	274	28	2016.75	9.8214	0.9852
3047	wind	0.774	-0.464	2	240	363	28	2015.7857	13.5357	3.5525
3048	wind farm	0.923	-0.5851	2	118	189	14	2016.3571	15.9286	1.8657
3049	wind power	0.8622	-0.5821	2	132	196	13	2015.7692	13.8462	1.289
3050	wind speed	1.1687	-0.4575	2	244	457	28	2017.7857	6.1071	1.3615
3051	wind turbine	0.771	-0.5382	2	120	187	22	2016.9545	2.4545	0.4522
3052	wireless communication	-0.0457	-0.4778	1	124	197	27	2018	6.8519	1.5833
3053	wireless network	0.0641	-0.4692	1	138	228	30	2017.9	7.3667	1.3366
3054	wireless sensor network	0.294	-0.571	2	175	368	44	2016.2955	4.1364	0.5448
3055	wisdom	-0.493	-0.3718	1	212	290	35	2017.8571	3.4286	0.6987
3056	woman	-0.0482	0.7679	3	708	1769	107	2017.215	9.2056	3.9278
3057	workforce	-0.7363	-0.097	1	392	659	59	2017.1356	3.4068	1.1373
3058	workload	-0.09	0.6351	3	505	938	73	2019.2055	4.0548	1.8686
3059	workpiece	0.6825	-0.5308	2	124	176	15	2013.4667	7.3333	1.104
3060	workplace	-0.6395	-0.2685	1	279	447	52	2016.1923	4.1731	0.563
3061	workshop	-0.4265	-0.4262	1	441	919	143	2007.2168	3.4825	0.5381
3062	workstation	0.0869	-0.3877	1	94	133	26	1996.8077	11.9231	1.0335
3063	world economy	-0.2019	-0.145	1	136	190	14	2015.6429	3.8571	0.4812
3064	world health organization	0.0559	0.4452	3	280	417	27	2018.9259	6.5185	2.147
3065	world wide web	-0.3476	-0.1984	1	101	116	11	2009.7273	9.3636	0.9948
3066	worry	-0.4753	-0.1839	1	128	160	14	2016.6429	2.6429	0.4562
3067	writer	-0.7164	-0.5061	1	53	79	13	2003.4615	1.8462	0.0746
3068	writing	-0.4765	-0.3753	1	261	377	43	2009.6512	10	0.9559
3069	wsi	0.1951	1.162	3	147	222	10	2019.8	3.5	1.273
3070	wsn	0.3223	-0.5709	2	111	190	19	2017.7368	3.2632	0.4327
